label,Mean,RMS,Variance,Standard Deviation,Peak-to-Peak,Crest Factor,Skewness,Kurtosis,Energy,Entropy,Max,Min,peak_magnitude,spectral_centroid,spectral_bandwidth,spectral_flatness,spectral_rolloff,spectral_entropy,spectral_contrast
0,49.79551821,50.96743541,118.0858383,10.8667308,73,1.530388951,-0.761561075,3.489213688,6491601,-706462.4705,78,5,123912,-30.01210368,165059.2785,0.286472227,-54000,4.96223218,11.21372805
0,49.41896759,50.59906824,118.0313489,10.86422335,72,1.502003943,-0.750335459,3.453432287,6398104,-699842.659,76,4,124364,-87.55133966,167152.8562,0.289038349,-55600,4.95557384,11.33473244
0,49.60504202,50.77950594,117.8980298,10.85808592,72,1.516359771,-0.74903084,3.443694756,6443817,-703097.8502,77,5,125019,-16.20192132,163589.3828,0.289506257,-54000,4.953144204,11.49270252
0,49.505002,50.683164,118.0378901,10.86452439,73,1.499511751,-0.76708673,3.50231563,6419389,-701362.9472,76,3,123634,-7.50416286,165940.9053,0.286911518,-54000,4.959670592,11.78368599
0,49.57262905,50.74673282,117.7853413,10.85289552,72,1.517339062,-0.764590829,3.506038535,6435502,-702535.4106,77,5,123376,-2.493728686,165886.0917,0.283996772,-54000,4.960361892,11.14997883
0,49.65946379,50.83099366,117.7275725,10.85023375,72,1.51482382,-0.752684693,3.491828461,6456891,-704051.6708,77,5,123562,-7.546257106,167627.5785,0.287713076,-54000,4.953261764,11.71041226
0,49.80672269,50.98104772,118.3576019,10.879228,72,1.510365193,-0.747484242,3.452408854,6495069,-706662.4472,77,5,123337,-59.00782682,164783.6572,0.280976534,-54000,4.947865897,11.58148445
0,49.75790316,50.92497365,117.5040142,10.83992685,73,1.531665005,-0.758271303,3.483636148,6480789,-705772.3082,78,5,124035,-41.6499438,164749.1557,0.278537932,-54000,4.917700346,13.2313095
0,49.42456983,50.60677048,118.2571154,10.87460875,73,1.521535543,-0.768616286,3.487921937,6400052,-699961.2446,77,4,123883,-1.264915663,165307.9098,0.285382151,-54000,4.929451006,12.10470603
0,49.46538615,50.63961442,117.5461208,10.84186888,72,1.520548703,-0.755628126,3.457300362,6408362,-700635.1007,77,5,124279,-101.9865714,165673.2935,0.280785462,-54000,4.938576954,13.11730912
0,49.66386555,50.83648433,117.8485983,10.85580942,72,1.514660209,-0.759600031,3.470269134,6458286,-704135.5541,77,5,123746,-42.61184576,167343.491,0.285687283,-54000,4.946542765,12.71431042
0,49.63545418,50.81413613,118.3981188,10.88108996,73,1.535005924,-0.765894113,3.469990329,6452609,-703665.0065,78,5,123550,-10.03594466,165677.0118,0.28807658,-54000,4.961352332,12.13178376
0,49.53341337,50.7092395,117.8679312,10.85669983,72,1.51846095,-0.762503814,3.474442774,6425996,-701848.4869,77,5,123978,-75.37835389,164932.1821,0.284873068,-54000,4.943587323,11.70781784
0,49.66946779,50.85008449,118.6750622,10.89380843,73,1.514255104,-0.75716137,3.429253768,6461742,-704268.3178,77,4,123674,-60.18742869,165666.7178,0.279653551,-54000,4.942068687,12.27340566
0,49.56222489,50.73108571,117.2289212,10.82723054,74,1.537518839,-0.763263353,3.500549055,6431534,-702326.0369,78,4,124053,-16.47143846,163573.891,0.279275477,-54000,4.915102509,11.48089418
0,49.39495798,50.57563008,118.0324836,10.86427557,71,1.522472382,-0.760704188,3.467793589,6392178,-699423.6124,77,6,123351,-26.25916609,165034.2256,0.283263724,-54000,4.95536901,12.27836342
0,49.51580632,50.69365186,118.0312628,10.86421938,73,1.538654193,-0.76516899,3.475349,6422046,-701548.5125,78,5,124402,-15.02633691,165933.4589,0.290848944,-54000,4.952026666,10.61571
0,49.31652661,50.49675602,117.802572,10.85368933,74,1.524850427,-0.764511669,3.449769851,6372256,-698040.3387,77,3,124545,-91.66185698,163769.1767,0.278962878,-54000,4.919977325,11.25358092
0,49.31652661,50.49675602,117.802572,10.85368933,74,1.524850427,-0.764511669,3.449769851,6372256,-698040.3387,77,3,123967,-26.54960045,165433.1403,0.283916487,-54000,4.926269644,11.06736345
0,49.19727891,50.38449999,118.2255868,10.87315901,73,1.508400401,-0.767456088,3.509178454,6343956,-695977.0542,76,3,123746,-30.14796532,167712.3315,0.28360044,-54000,4.946826226,11.49533396
0,50.00280112,51.16603156,117.6826652,10.84816414,74,1.52444889,-0.751585477,3.454553428,6542289,-710079.5965,78,4,123746,-30.14796532,167712.3315,0.28360044,-54000,4.946826226,11.49533396
0,49.83113245,51.0005767,117.917062,10.85896229,72,1.509786849,-0.752032765,3.466425709,6500046,-707073.4894,77,5,123969,-33.67069529,166461.5709,0.291462547,-54000,4.968423618,11.4935001
0,49.83953581,51.01111696,118.1547234,10.86989988,72,1.529078457,-0.756323339,3.476149465,6502733,-707233.4226,78,6,124438,-82.83616529,164749.2882,0.276611938,-54000,4.920388662,12.18212387
0,49.34813926,50.53408629,118.4550296,10.88370477,72,1.543512621,-0.750747582,3.471717407,6381681,-698619.9936,78,6,123866,-10.05701965,165094.1564,0.285805784,-54000,4.949183623,11.25170791
0,49.60664266,50.78284709,118.0785633,10.86639606,73,1.516260005,-0.767380257,3.479494633,6444665,-703145.4663,77,4,123793,-76.14411016,167792.8807,0.281514853,-54000,4.952774017,11.57550091
0,49.80872349,50.97704055,117.7497278,10.85125467,73,1.530100593,-0.774557585,3.531438384,6494048,-706685.9903,78,5,124544,-87.61252393,163648.2365,0.280843946,-54000,4.938768189,11.44492608
0,49.60104042,50.77291754,117.6259453,10.84554956,72,1.516556537,-0.762511407,3.476680713,6442145,-703024.1812,77,5,124077,-44.1050995,165010.0177,0.282590933,-54000,4.928421426,11.91789445
0,49.6262505,50.80892657,118.7822801,10.89872837,72,1.49580015,-0.762274837,3.469136957,6451286,-703521.2847,76,4,125078,-12.60732085,165187.467,0.281437597,-54000,4.911808861,11.20545416
0,49.57583033,50.75384499,118.189828,10.87151452,73,1.536829378,-0.773891603,3.487924323,6437306,-702612.4427,78,5,124769,-11.28267032,166796.4712,0.280308345,-54800,4.929142003,11.28149072
0,49.17286915,50.3535122,117.5051303,10.83997833,73,1.529188266,-0.768383246,3.502267831,6336155,-695512.6844,77,4,124199,-28.86905699,164848.1731,0.281973702,-54000,4.933079873,11.39802645
0,49.1352541,50.32184928,118.0153198,10.86348562,72,1.530150443,-0.768709612,3.46440055,6328189,-694875.865,77,5,123437,-83.94125575,164752.9403,0.281247159,-54000,4.953983525,11.19382898
0,49.52340936,50.69690001,117.6075953,10.84470356,72,1.538555612,-0.765743089,3.510297646,6422869,-701663.5305,78,6,123685,-69.02119481,167589.8197,0.286304102,-54000,4.94928004,13.39628932
0,49.59903962,50.77338648,117.8720439,10.85688924,73,1.536237888,-0.746269376,3.416421529,6442264,-702988.6545,78,5,124815,-106.5981695,164287.9867,0.281299345,-54400,4.931291601,12.14602624
0,49.484994,50.6649857,118.1761454,10.87088522,73,1.539524761,-0.753086627,3.441327504,6414785,-701006.9517,78,5,123918,-72.19536816,165613.6075,0.291361775,-54000,4.972703743,11.02291251
0,49.56622649,50.74281361,118.0223247,10.86380802,72,1.517456257,-0.740485704,3.417282548,6434508,-702417.7044,77,5,123542,-80.61315229,165125.117,0.281666882,-54000,4.938721019,12.49360198
0,49.53461385,50.70854112,117.6781736,10.84795712,73,1.518481863,-0.75009241,3.450693194,6425819,-701852.9007,77,4,124251,-3.729438028,166129.7036,0.291264233,-54000,4.970736793,11.11786148
0,49.44377751,50.61947582,117.644198,10.84639101,72,1.521153642,-0.766484956,3.479275731,6403266,-700267.5623,77,5,124313,-63.9161262,166503.5932,0.284719443,-54000,4.942806615,11.22453615
0,49.55102041,50.72892439,118.120146,10.86830925,74,1.517871726,-0.753494392,3.487713878,6430986,-702167.9311,77,3,124403,-18.87296349,163811.4169,0.276520809,-54000,4.923802532,11.66051102
0,49.46458583,50.64249861,117.9174133,10.85897847,72,1.520462104,-0.756256747,3.456233121,6409092,-700639.3736,77,5,124129,-133.7155344,164177.8976,0.281988194,-54000,4.946815346,11.31997777
0,49.64385754,50.82070737,118.231706,10.87344039,72,1.515130426,-0.764546124,3.488627086,6454278,-703804.4259,77,5,124842,-9.995684414,163882.3179,0.280257568,-54000,4.938189638,11.46389104
0,49.71428571,50.88640457,117.9159664,10.85891184,73,1.532825922,-0.761294008,3.483504989,6470976,-705025.4736,78,5,124138,-22.63467254,165604.5745,0.277707676,-54000,4.925133988,11.26415013
0,49.71428571,50.88640457,117.9159664,10.85891184,73,1.532825922,-0.761294008,3.483504989,6470976,-705025.4736,78,5,124763,-96.5607878,166865.0006,0.284975192,-55200,4.934145715,13.57051027
0,49.57863145,50.75151512,117.6755898,10.84783802,73,1.517196084,-0.761489044,3.472652784,6436715,-702632.3268,77,4,125584,-2.482930701,169365.7954,0.286034155,-56800,4.948533699,11.82327003
0,49.51140456,50.68250079,117.3367047,10.83220682,72,1.519262049,-0.760144754,3.532552726,6419221,-701439.7871,77,5,123627,-8.713077062,164408.1558,0.284877401,-54000,4.962805458,12.2571996
0,49.78751501,50.95603406,117.7207565,10.84991965,71,1.511106612,-0.777084366,3.511043963,6488697,-706311.4236,77,6,123952,-22.77927069,166071.0877,0.288670057,-54400,4.932953588,11.16822384
0,49.5982393,50.77409579,118.0234623,10.86386038,73,1.516521344,-0.762801313,3.478387476,6442444,-702994.6273,77,4,123570,-10.00074492,166456.7231,0.289959889,-54000,4.969244032,12.27576997
0,49.67987195,50.85456985,118.0975981,10.86727188,74,1.533785464,-0.779174783,3.543984006,6462882,-704443.8686,78,4,124464,-4.976402724,166368.3221,0.282584288,-54000,4.948919171,12.73607619
0,49.71348539,50.88460373,117.8122671,10.85413595,73,1.51322786,-0.755634817,3.455292104,6470518,-705003.415,77,4,123926,-30.3118933,165159.1377,0.284108381,-54000,4.929403617,11.94586231
0,49.64585834,50.82322304,118.2887494,10.87606314,72,1.515055429,-0.77111629,3.500023352,6454917,-703847.4033,77,5,124293,-56.78837658,165953.3618,0.280325111,-54000,4.915950835,11.92369332
0,49.68107243,50.85327543,117.8466646,10.85572036,73,1.533824505,-0.748010312,3.458694734,6462553,-704431.9609,78,5,124584,-50.03252978,165425.9599,0.279258007,-54000,4.931239554,12.45487783
0,49.70388155,50.87445021,117.7338425,10.85052268,71,1.493873638,-0.756711816,3.447399092,6467936,-704828.512,76,5,124579,-51.21564923,166109.2526,0.285928484,-54000,4.945950396,11.44140714
0,49.50060024,50.68288372,118.4452778,10.88325676,71,1.51925057,-0.765479509,3.496077642,6419318,-701303.1802,77,6,124701,-39.01315589,167260.0581,0.286365129,-56800,4.931810161,11.92908033
0,49.62785114,50.80349199,118.0711891,10.86605674,75,1.555011219,-0.746858325,3.473182212,6449906,-703509.3425,79,4,124336,-22.53339838,167172.8798,0.290709649,-54000,4.953977838,10.83540732
0,49.54741897,50.7278713,118.3702004,10.879807,73,1.517903236,-0.767274789,3.497250945,6430719,-702123.9094,77,4,124516,-9.946828159,165177.9607,0.284973174,-54000,4.955939039,11.49223254
0,49.51940776,50.69902323,118.2192112,10.87286582,72,1.518766933,-0.752684568,3.454660918,6423407,-701612.7966,77,5,123168,-7.496466949,165258.611,0.283911648,-54000,4.964923129,12.4114636
0,49.48539416,50.66720109,118.3610312,10.87938561,74,1.519720812,-0.76092735,3.486841695,6415346,-701030.4616,77,3,123248,-57.63329038,168393.463,0.28082453,-54000,4.95050413,12.31696055
0,49.28891557,50.46892157,117.7148471,10.84964733,71,1.505877234,-0.768080053,3.508815316,6365233,-697557.709,76,5,123248,-57.63329038,168393.463,0.28082453,-54000,4.95050413,12.31696055
0,48.97959184,50.1782178,118.8531249,10.90197803,75,1.554459354,-0.757589378,3.467516467,6292116,-692188.2469,78,3,124467,-11.26570642,161783.7005,0.27954744,-54000,4.932430005,11.43849463
0,49.58943577,50.75915087,117.3792561,10.83417076,73,1.516967851,-0.763029294,3.502716898,6438652,-702811.4272,77,4,124333,-176.8062796,164542.7562,0.281666939,-54000,4.935722305,12.05614546
0,49.65906363,50.82751001,117.4131742,10.83573598,72,1.514927644,-0.7644082,3.440772611,6456006,-704029.1585,77,5,124391,-33.63627719,166456.7602,0.290180917,-54000,4.963513663,10.89344984
0,49.39655862,50.57609689,117.9215728,10.85916999,71,1.502686144,-0.764154664,3.468113978,6392296,-699451.7856,76,5,124040,-20.03398385,166706.8599,0.28592826,-54000,4.951518493,11.35011964
0,49.7615046,50.93168773,117.8294745,10.85492858,71,1.51182895,-0.764293423,3.489865369,6482498,-705852.5913,77,6,123989,-33.95486471,165040.6151,0.284897596,-54000,4.939999714,11.07408152
0,49.91076431,51.07820664,117.8987997,10.85812137,70,1.507492237,-0.752487569,3.469483219,6519849,-708473.1819,77,7,124409,-51.56827452,164131.9444,0.279930688,-54000,4.924140908,11.78943803
0,49.32973189,50.51288371,118.128972,10.86871529,71,1.504566646,-0.76013803,3.471428089,6376327,-698285.6169,76,5,124514,-122.259433,165055.6551,0.284257807,-54000,4.951789845,11.38130552
0,49.32973189,50.51288371,118.128972,10.86871529,71,1.504566646,-0.76013803,3.471428089,6376327,-698285.6169,76,5,123972,-2.499540522,167744.7343,0.287406025,-54000,4.958837654,12.1029728
0,49.52420968,50.69922844,117.7644199,10.85193162,73,1.518760785,-0.752724217,3.439046322,6423459,-701674.97,77,4,124008,-25.25169657,164584.3783,0.283872343,-54000,4.927725603,12.52928826
